"Gene","Module"
"AQP10","grey"
"CLUAP1","magenta"
"UBQLN1","turquoise"
"IFNE","pink"
"PBX4","greenyellow"
"SFT2D2","purple"
"TEX26","grey"
"ZBTB3","floralwhite"
"WFDC11","magenta"
"ZNF707","turquoise"
"PDE8A","red"
"ATP7B","red"
"UBALD1","grey60"
"ARL17A","yellow"
"PAFAH2","lightcyan"
"ZNF512B","turquoise"
"ING5","darkred"
"CEP164","darkgreen"
"TRAIP","mediumpurple3"
"DCUN1D5","blue"
"GTF2B","red"
"ZC3H12D","turquoise"
"ERO1L","turquoise"
"KCNAB1","brown"
"SRPX","orange"
"TCHHL1","magenta"
"LRRK1","brown"
"EPHX2","red"
"VTI1B","lightcyan"
"SMPD4","brown"
"LEFTY1","darkgreen"
"UPRT","black"
"NEDD4L","darkgrey"
"CRYBA1","grey"
"SYP","cyan"
"EME1","darkolivegreen"
"CDK8","bisque4"
"SLC22A7","grey"
"LSP1","turquoise"
"RAN","blue"
"PPP1R35","salmon"
"PPIB","plum1"
"ILKAP","blue"
"C16orf71","brown"
"SON","magenta"
"PTPN1","red"
"ALAS2","grey"
"FOXF2","salmon"
"KLHL26","yellow"
"GAK","saddlebrown"
"SBP1","grey"
"MTMR6","darkred"
"ITGB6","yellow"
"MILR1","blue"
"CLPB","turquoise"
"C14orf28","salmon"
"RNF114","darkolivegreen"
"CBLN3","black"
"PTPN22","black"
"NUP160","black"
"KY","blue"
"THY1","darkturquoise"
"CCDC33","turquoise"
"ZNF283","greenyellow"
"ALS2CL","red"
"RP11-680G10.1","grey"
"LRRC34","tan"
"SLC9A4","brown"
"HIST1H3I","magenta"
"GPR148","pink"
"SLC45A4","blue"
"GPR156","turquoise"
"VPS29","grey60"
"RORC","blue"
"KRTAP1-3","grey"
"MRPS18A","lightyellow"
"CTDNEP1","turquoise"
"ANKFY1","darkturquoise"
"NOL9","darkred"
"ZCCHC17","darkgreen"
"ATP11C","darkslateblue"
"ABCF2","brown"
"ISLR2","pink"
"GNB4","lightcyan1"
"TSPAN5","lightyellow"
"ERAP1","turquoise"
"MST1R","red"
"ZNF572","lightpink4"
"CXorf65","turquoise"
"AKNA","darkred"
"DCTN5","greenyellow"
"CRYGN","yellow"
"SVIP","cyan"
"ZNF697","turquoise"
"C9orf53","red"
"RBMXL2","grey"
"OXSM","green"
"FEZ2","paleturquoise"
"KCNG4","midnightblue"
"ENPP4","red"
"DUSP27","darkred"
"PARG","blue"
"C10orf137","darkgreen"
"TMEM241","grey"
"SLC22A3","yellow"
"CLPP","turquoise"
"ACIN1","turquoise"
"TEX15","darkolivegreen"
"RNPS1","blue"
"CEPT1","white"
"SAMD4B","magenta"
"SLC25A19","black"
"STEAP1B","purple"
"SAP18","turquoise"
"SESTD1","turquoise"
"AC111200.1","tan"
"RIPK1","violet"
"NDUFA6","grey"
"B4GALNT4","green"
"NPIPB9","grey"
"RP11-80A15.1","red"
"ZNF449","brown"
"FKRP","darkgreen"
"PRDM12","grey"
"CHD8","turquoise"
"FGFR4","darkturquoise"
"NHP2L1","brown"
"SLC6A17","turquoise"
"ANKRD35","lightcyan"
"GPR56","skyblue"
"GBP7","turquoise"
"CREB3","salmon"
"TMEM260","red"
"JAG2","turquoise"
"PAPPA","greenyellow"
"FGF13","turquoise"
"MSR1","greenyellow"
"KRT222","yellow"
"ARV1","lightcyan1"
"TLR10","magenta"
"ZNF682","cyan"
"METAP1","turquoise"
"LARP7","grey60"
"SLC19A1","darkgrey"
"AC110615.1","turquoise"
"APP","skyblue"
"NPIPB3","royalblue"
"UGT1A6","darkgrey"
"TTC9C","darkolivegreen"
"OAZ3","yellow"
"ASB10","darkorange2"
"IYD","blue"
"COL17A1","grey"
"C19orf40","salmon"
"PCMTD2","turquoise"
"TMEM106A","brown"
"NLRP10","magenta"
"ZSWIM1","black"
"UBE2E3","midnightblue"
"CABP7","turquoise"
"TRIB2","cyan"
"RASSF9","skyblue"
"ARID5B","turquoise"
"STK17B","midnightblue"
"DSCC1","salmon"
"RTP3","darkorange"
"ARHGEF16","red"
"SLC2A4","cyan"
"ABCC10","salmon"
"FIGF","grey"
"ZNF615","purple"
"ZMYM1","salmon"
"SURF2","darkgreen"
"C15orf52","ivory"
"TCEA1","brown"
"AC087645.1","lightgreen"
"RAB33A","yellow"
"KAT5","darkgreen"
"SULT1E1","magenta"
"PMS2","purple"
"PDE3B","blue"
"MTMR9","green"
"C10orf54","red"
"EMCN","grey"
"NOS2","turquoise"
"TNPO2","yellow"
"DNAH2","tan"
"KLF7","greenyellow"
"HHIP","magenta"
"NRDE2","turquoise"
"CCDC121","grey60"
"TMEM27","orangered4"
"VWA8","darkred"
"DCK","turquoise"
"C10orf2","blue"
"CHRM3","blue"
"ECHDC2","blue"
"FAM19A2","lightcyan"
"CDC27","turquoise"
"M6PR","grey60"
"TFPT","turquoise"
"TRMT6","salmon"
"FKBP10","blue"
"INTU","darkturquoise"
"KIAA1586","skyblue"
"GPHN","sienna3"
"ALKBH5","darkturquoise"
"NPIPB6","darkolivegreen"
"SH3RF2","darkgrey"
"AMOTL2","greenyellow"
"ZFP3","brown"
"C1orf158","blue"
"SETMAR","lightcyan"
"PIGM","darkolivegreen"
"TAF1L","grey"
"RP11-159D12.5","ivory"
"KAT6B","turquoise"
"DKFZP434A062","yellow"
"PSMD2","black"
"DGKI","magenta"
"HELB","lightcyan"
"POTEH","honeydew1"
"PSENEN","steelblue"
"TROVE2","sienna3"
"HRAS","black"
"ATP5F1","brown"
"PLA2G15","magenta"
"SCML4","grey"
"ME1","darkmagenta"
"FLCN","turquoise"
"C15orf60","grey"
"HTR7","pink"
"FAM195A","green"
"GZF1","pink"
"MTFP1","grey"
"KAZALD1","red"
"FAM155B","midnightblue"
"LEF1","tan"
"GPR137","tan"
"SESN1","black"
"NALCN","skyblue3"
"BRD9","turquoise"
"ALG6","pink"
"EPS8L2","red"
"MESP1","brown"
"PPARA","red"
"EFNB1","ivory"
"INPPL1","pink"
"CHMP4B","plum2"
"DTHD1","blue"
"RBM10","lightcyan"
"SCG5","blue"
"TADA3","turquoise"
"ME3","lightyellow"
"ATP4A","turquoise"
"AMHR2","grey"
"GTF3C6","lightyellow"
"TXNDC9","salmon"
"SFI1","red"
"CDR2L","red"
"MARCH10","purple"
"ZNF48","midnightblue"
"ANGPT2","orange"
"KCNG1","cyan"
"AL354898.1","pink"
"TMEM194B","blue"
"S100A8","tan"
"PTPRF","turquoise"
"YPEL3","salmon"
"C8G","lightsteelblue1"
"TMEM131","orange"
"CR1L","tan"
"ANG","brown"
"IL1RL1","blue"
"ZDHHC23","green"
"TAS2R4","blue"
"PSEN1","red"
"FAM27E2","yellow"
"LRRC3DN","green"
"CGB5","grey"
"BOLA2","darkorange2"
"FAM195B","grey"
"MUT","purple"
"TMEM89","cyan"
"YWHAH","green"
"CHRNA5","salmon"
"TOM1L1","green"
"ATF1","brown"
"KIAA1549","cyan"
"KRT6B","magenta"
"NIPBL","red"
"SCAF1","skyblue3"
"PPP3R1","tan"
"PSMD7","turquoise"
"KIFC1","lightgreen"
"SLC3A1","darkgrey"
"HIST1H2BG","brown"
"SEC22A","brown"
"IRF2BPL","cyan"
"RIT2","magenta"
"SPOCD1","yellow"
"ZSCAN25","cyan"
"GRM3","grey"
"PLIN2","cyan"
"NRBP1","brown"
"YWHAE","pink"
"ARHGDIG","green"
"SLC51B","salmon"
"PRSS45","brown"
"TNNI3","lightsteelblue1"
"ZNF320","turquoise"
"SCO2","lightcyan"
"LAP3","pink"
"C1orf227","grey"
"LMBRD1","red"
"FOXA3","turquoise"
"GPCPD1","greenyellow"
"PRAMEF1","magenta"
"AC016722.2","grey"
"SF3B4","brown"
"TRPM4","red"
"C19orf67","grey"
"AGFG2","salmon"
"FGF12","turquoise"
"NAT16","yellow"
"CNTROB","turquoise"
"TNFRSF13C","greenyellow"
"LRP12","black"
"NOA1","turquoise"
"FBXO3","green"
"SOX3","turquoise"
"STK16","blue"
"KIAA1033","green"
"THOC1","orange"
"ELAVL3","turquoise"
"PRPF18","cyan"
"GPRC5D","lightcyan1"
"AP2M1","salmon"
"CAPN7","red"
"CEBPA","turquoise"
"EIF1AX","turquoise"
"BBS12","darkturquoise"
"MATR3","darkgreen"
"SYNPO2","greenyellow"
"RAP1GAP2","royalblue"
"MTMR4","greenyellow"
"BRPF1","black"
"MAPK8","darkgreen"
"CTXN1","turquoise"
"LRRTM3","grey"
"TAF9","black"
"SP1","sienna3"
"TRIM71","yellow"
"AHNAK2","green"
"EIF4EBP2","cyan"
"COL5A3","turquoise"
"HABP4","turquoise"
"SAMD3","darkorange"
"CPA4","magenta"
"KIAA0247","royalblue"
"SLC45A3","brown"
"SUCNR1","yellow"
"PPAP2C","orangered4"
"BCDIN3D","turquoise"
"PIGQ","red"
"LENG8","black"
"KLK6","brown"
"ZBTB20","greenyellow"
"ACMSD","turquoise"
"DUOXA2","tan"
"PHF13","skyblue3"
"ACTR2","darkgreen"
"AC008948.1","turquoise"
"TCEA3","turquoise"
"POTEF","bisque4"
"GSPT2","turquoise"
"AL645728.1","grey"
"C9orf141","palevioletred3"
"FOXE1","turquoise"
"CTC-786C10.1","red"
"XAB2","saddlebrown"
"PPARG","purple"
"EI24","greenyellow"
"SLC6A19","darkorange2"
"SFT2D1","mediumpurple3"
"ZMYM6","turquoise"
"KRT17","greenyellow"
"EXOSC1","salmon"
"TOR1AIP1","cyan"
"APOA1BP","turquoise"
"SLC2A2","yellow"
"IDH1","blue"
"CACNA2D4","blue"
"SPATA6L","brown"
"ACO2","yellow"
"CDK13","darkgreen"
"IL6ST","turquoise"
"CXorf22","brown"
"VWDE","skyblue"
"NBPF4","tan"
"RPS6KA6","lightyellow"
"APLNR","pink"
"RHBDD1","blue"
"SCAF11","grey60"
"SLC12A8","skyblue"
"ZNF300","greenyellow"
"ECEL1","paleturquoise"
"DOT1L","midnightblue"
"SUPT4H1","darkmagenta"
"KCNH8","turquoise"
"STAC2","pink"
"KCNA5","greenyellow"
"KIAA1210","grey"
"LSMD1","turquoise"
"MAEL","magenta"
"PPIP5K2","darkgrey"
"CNPY3","tan"
"AC037459.4","grey"
"C4A","royalblue"
"AL160175.1","grey"
"TUSC3","lightcyan1"
"RPL31","grey"
"EMR3","yellow"
"ATP5EP2","grey"
"KIF24","lightcyan"
"MPHOSPH6","turquoise"
"RFFL","turquoise"
"FBXO27","saddlebrown"
"ANKRD34B","salmon"
"C1QA","darkorange"
"SPRYD7","orange"
"SLC25A25","black"
"NRIP1","skyblue"
"ZNF200","lightcyan"
"SLC44A5","turquoise"
"MEDAG","turquoise"
"RBP3","green"
"MRPL44","turquoise"
"CDKL5","cyan"
"PARL","brown"
"COLQ","red"
"BCAN","grey60"
"COPRS","black"
"SMEK2","turquoise"
"ACTL8","black"
"PLEKHG6","turquoise"
"MMP16","turquoise"
"SDCBP","paleturquoise"
"MRPL22","black"
"AGXT","grey"
"GLRA3","grey"
"DYSF","greenyellow"
"SSX1","magenta"
"FBXL5","blue"
"GOLGA5","brown"
"SKA3","black"
"HAPLN3","purple"
"FOXRED2","grey"
"PDE3A","yellow"
"FAM64A","lightgreen"
"RACGAP1","lightgreen"
"DUSP19","turquoise"
"CASP14","tan"
"SMO","skyblue"
"RPLP0","brown"
"RTDR1","greenyellow"
"TNFSF13","turquoise"
"PLCH2","red"
"CEBPB","yellow"
"SHOX2","skyblue"
"C16orf92","turquoise"
"SS18","tan"
"ZNF614","lightyellow"
"FDXR","salmon"
"FBN3","greenyellow"
"HGF","palevioletred3"
"CYP2B6","darkgrey"
"MLLT11","cyan"
"KBTBD6","turquoise"
"CRMP1","greenyellow"
"ZNF740","turquoise"
"GPR139","grey"
"NUP107","salmon"
"AGBL5","tan"
"CXCL13","darkorange"
"C8orf12","grey"
"ASXL1","darkolivegreen"
"RNF157","tan"
"VIT","magenta"
"ARHGDIA","red"
"ZNF771","blue"
"PLLP","brown"
"DLEU7","white"
"USP24","mediumpurple3"
"C19orf12","violet"
"SLC22A2","greenyellow"
"CRY2","yellow"
"NOP10","turquoise"
"C1orf226","greenyellow"
"LIMD2","darkgreen"
"NBEA","orange"
"PLSCR4","greenyellow"
"TMPRSS9","white"
"RPL37","pink"
"DPAGT1","yellowgreen"
"GALNTL6","purple"
"MFSD2A","royalblue"
"GABRG1","magenta"
"MMADHC","turquoise"
"NECAB1","purple"
"MLH3","skyblue"
"CAGE1","grey"
"RQCD1","red"
"SLC12A7","brown"
"TMEM80","yellow"
"C9orf85","pink"
"RAPGEF6","blue"
"ANKMY2","greenyellow"
"SWI5","grey"
"GAS1","floralwhite"
"AP000304.1","salmon4"
"GPT","turquoise"
"MAST2","turquoise"
"LGALS4","greenyellow"
"SPIN2B","pink"
"ZNF169","pink"
"ULK1","green"
"HAS2","magenta"
"HAUS5","steelblue"
"EMC8","turquoise"
"PIK3C2A","tan"
"IFT57","green"
"PRED57","grey"
"UBE4B","red"
"ATP6V1C2","turquoise"
"MIB1","darkgreen"
"GPR183","darkorange"
"TCTEX1D2","pink"
"NUDT19","yellow"
"MCEE","grey"
"ACOX2","thistle1"
"ACVR1","pink"
"FBXW7","blue"
"KDM8","pink"
"MS4A4A","pink"
"GAL3ST1","violet"
"SNIP1","green"
"RANBP3","black"
"CASC10","lightpink4"
"EEF1A1","turquoise"
"NRP2","ivory"
"FAM171A1","white"
"VCX3B","tan"
"RPE","midnightblue"
"KRTAP5-7","grey"
"HSD17B13","grey"
"LTBP2","ivory"
"TDGF1","blue"
"RABL2B","lightgreen"
"FOLR1","red"
"KIAA0586","lightyellow"
"SETD5","grey60"
"KIF14","lightgreen"
"SELP","turquoise"
"IZUMO4","brown"
"AGBL4","turquoise"
"NIPAL1","turquoise"
"C2orf53","grey"
"PGLYRP1","grey"
"BIVM","darkred"
"C1orf213","greenyellow"
"MAGED4","green"
"ARMC1","purple"
"TPTE2","grey"
"LHFPL1","brown"
"TP53BP1","grey60"
"MRFAP1","grey60"
"PEX10","mediumpurple3"
"PPA1","blue"
"SUSD2","blue"
"EDEM1","brown"
"MGP","midnightblue"
"HIST1H2BJ","plum1"
"AMY2A","thistle2"
"LRRC24","grey"
"OR4D1","grey"
"CCL20","yellow"
"AC087477.1","grey"
"ARVCF","black"
"MRPL28","salmon"
"SLAMF6","darkorange"
"MSTN","grey"
"KCTD4","grey"
"RNF19A","turquoise"
"GPR55","magenta"
"SELV","greenyellow"
"STX17","salmon"
"C9orf78","skyblue"
"TGM3","brown"
"KRT15","royalblue"
"DUS1L","red"
"ACAP3","turquoise"
"TWIST1","purple"
"GSR","brown"
"RPP30","brown"
"PTPRA","darkgrey"
"RP11-351M8.1","pink"
"LYSMD2","lightyellow"
"SF3B1","bisque4"
"FAM178B","plum1"
"POMP","green"
"MAGOH","darkgreen"
"HFE2","thistle2"
"ACOT11","turquoise"
"DNAH11","salmon"
"RCN2","turquoise"
"BTG1","black"
"SETX","green"
"SARM1","cyan"
"CBR4","grey60"
"KIAA0040","turquoise"
"ACBD7","blue"
"NPRL3","brown"
"RPL10A","turquoise"
"CLCN3","paleturquoise"
"STK36","brown"
"SCRN2","grey"
"PCDHAC1","darkgrey"
"TMC4","turquoise"
"HFM1","turquoise"
"NUP214","red"
"KLHL30","red"
"ZNF143","grey"
"KNCN","grey"
"MEX3D","salmon"
"UBALD2","turquoise"
"GPR39","turquoise"
"AC012123.1","skyblue"
"NDUFA12","blue"
"SOD2","pink"
"RFXAP","turquoise"
"TREML2","tan"
"VSIG8","brown"
"ASCL2","blue"
"MT-CYB","red"
"SMU1","black"
"SPP1","plum1"
"HSPB9","grey"
"CYFIP2","red"
"APTX","turquoise"
"CD200R1","grey"
"EAF1","white"
"USP42","purple"
"RAC2","turquoise"
"CDON","purple"
"SMIM13","blue"
"SCD","green"
"PCP2","brown"
"MYO1B","green"
"CCZ1","turquoise"
"GRHPR","lightgreen"
"PKLR","grey"
"KLHL32","red"
"NOBOX","grey"
"SYCE1","magenta"
"RAB15","sienna3"
"PRAMEF4","magenta"
"DCTN1","brown"
"RASSF8","magenta"
"CCNB2","lightgreen"
"SLC9A2","mediumpurple3"
"GLIPR1L1","grey"
"COX7A2","purple"
"TRH","grey"
"CAP1","magenta"
"CRAT","pink"
"ALG11","orange"
"ANXA2","midnightblue"
"TBC1D20","green"
"FAM71D","grey"
"P2RY12","honeydew1"
"RRP1","red"
"CHIC1","purple"
"LCA5","black"
"ZNF8","grey"
"CCDC19","blue"
"WDR91","green"
"RAB27A","turquoise"
"SEMA4F","turquoise"
"KIAA0753","darkslateblue"
"TENM3","red"
"SPAG7","grey60"
"RNF113B","grey"
"JAKMIP3","cyan"
"SP140","green"
"PRKCH","green"
"ZNF248","magenta"
"HDAC2","steelblue"
"TSSK1B","magenta"
"RRAD","turquoise"
"SACM1L","cyan"
"PPIC","darkolivegreen"
"CARD14","steelblue"
"PHEX","purple"
"NNT","turquoise"
"GLRA2","grey"
"UNC50","red"
"ALPPL2","blue"
"LSM14B","turquoise"
"FXYD3","blue"
"TOP1","salmon"
"COL4A3BP","purple"
"BICC1","darkturquoise"
"HPS5","black"
"SLC40A1","yellow"
"KPNA6","magenta"
"N4BP2","darkred"
"RASL10A","yellow"
"DIS3","green"
"GNA15","black"
"GRB14","darkgrey"
"AC019171.1","tan"
"CCT8","salmon"
"POLR3B","salmon"
"SLC25A34","greenyellow"
"ENTPD2","brown"
"PITX1","turquoise"
"MAZ","lightgreen"
"C11orf86","grey"
"ITFG2","grey"
"ATF6","skyblue3"
"CLCN5","skyblue"
"CCDC58","blue"
"CHMP5","pink"
"MRPL34","pink"
"SLC35A4","grey60"
"KLK9","yellow"
"ZBTB1","greenyellow"
"TFCP2L1","turquoise"
"ATP6V1G1","sienna3"
"ABLIM2","grey"
"TMEM87A","thistle1"
"MTPAP","black"
"CYP24A1","yellow"
"MAP6","brown"
"TFR2","saddlebrown"
"C9orf72","blue"
"SLC37A1","blue"
"FXYD6","turquoise"
"PPP1R8","turquoise"
"MUC20","blue"
"POLR2I","steelblue"
"MYOZ2","magenta"
"CLK3","green"
"PTGES3L","grey"
"SEC24A","blue"
"ZNF581","yellow"
"LRRC31","brown"
"LHB","grey"
"LILRB3","turquoise"
"LRRC3","turquoise"
"MAFK","salmon"
"SLC7A2","brown"
"NEURL2","turquoise"
"CDK5R2","turquoise"
"PLCE1","orange"
"ERH","plum1"
"PNKP","turquoise"
"NUDT15","brown"
"DNASE1","royalblue"
"USP39","skyblue3"
"RPS27A","saddlebrown"
"NXPE1","grey"
"ADAM33","blue"
"TMEFF1","purple"
"LYSMD4","lightcyan1"
"TDG","green"
"PIGF","darkturquoise"
"CASP10","turquoise"
"DNAJB14","darkturquoise"
"GOLGA6A","yellow"
"CHDC2","brown"
"LTB4R","greenyellow"
"SIL1","black"
"MRTO4","blue"
"C11orf54","lightcyan"
"OR51B4","magenta"
"AGER","grey60"
"CXCL17","blue"
"AC020907.1","thistle1"
"SEPT2","white"
"UFM1","darkred"
"LIMA1","green"
"POLR2L","brown"
"PCDHB13","blue"
"CDCA5","lightgreen"
"MASP2","turquoise"
"MMP11","purple"
"C2orf88","thistle1"
"ZNF829","royalblue"
"KRT1","tan"
"NUTM2B","orange"
"LECT2","grey"
"L3MBTL1","brown"
"ERP27","lightyellow"
"HSPA4L","darkgrey"
"KLHL33","maroon"
"SDC1","ivory"
"CES5A","pink"
"SRP19","green"
"ZNF234","green"
"OLFML2A","greenyellow"
"OR52W1","grey"
"SELRC1","salmon"
"MT-CO3","grey"
"MLNR","turquoise"
"MARVELD2","turquoise"
"SF3B3","black"
"MSL1","brown"
"TM2D2","purple"
"AGMAT","purple"
"HBM","grey"
"C2orf68","green"
"FAM132B","turquoise"
"DUSP23","black"
"SPTLC3","floralwhite"
"PES1","turquoise"
"RP11-455G16.1","grey"
"FNBP1","green"
"DYNLL2","turquoise"
"AREG","yellow"
"COX4I1","turquoise"
"PEPD","plum2"
"ADRA2A","pink"
"SLIT1","tan"
"CD70","midnightblue"
"OTUD3","green"
"DSG3","palevioletred3"
"PDIK1L","blue"
"RP11-57H12.6","thistle2"
"ODAM","magenta"
"MAP2","skyblue3"
"TAF7L","steelblue"
"UBFD1","blue"
"GGTLC1","turquoise"
"CXorf40A","darkturquoise"
"ST8SIA3","yellow"
"DMRTA2","palevioletred3"
"DNAJB6","sienna3"
"TPTE","plum1"
"CHCHD2","skyblue"
"TTC34","tan"
"YBEY","lightpink4"
"NUP43","brown4"
"RAB19","royalblue"
"LRRC4","brown"
"CRISP3","blue"
"TSPAN33","darkmagenta"
"PTDSS2","turquoise"
"PLA2G1B","grey"
"LDLR","steelblue"
"ELAVL4","pink"
"ADAM11","black"
"MRPL38","black"
"INPP5A","blue"
"ADAMTS20","yellow"
"ZNF337","brown"
"RASSF2","midnightblue"
"RPS6KB1","royalblue"
"RPL36","turquoise"
"RBM24","thistle1"
"PTPRB","green"
"PGM3","brown"
"MAP3K12","lightsteelblue1"
"TRPM3","ivory"
"RP1-127H14.3","lightgreen"
"KANSL1","yellow"
"GALNT4","black"
"TCF23","magenta"
"ANP32D","maroon"
"SHPRH","brown"
"LL22NC03-63E9.3","turquoise"
"AL133373.1","magenta"
"FOXO6","turquoise"
"FANK1","brown"
"LIAS","yellow"
"FAM107B","skyblue"
"OMD","grey"
"P2RY6","brown"
"PIK3C3","darkgreen"
"SUPT20H","turquoise"
"MRPL32","magenta"
"PHRF1","turquoise"
"DHCR7","lightcyan"
"UTF1","pink"
"CECR5","greenyellow"
"GIF","grey"
"NIPAL2","brown"
"CREB5","ivory"
"TNFSF9","turquoise"
"CCL14","navajowhite2"
"TP53INP1","blue"
"PDCD1","yellow"
"AC011551.3","grey"
"ZSCAN5C","grey"
"NAPG","turquoise"
"INCENP","lightgreen"
"PCYOX1L","turquoise"
"CCR10","midnightblue"
"CD177","darkturquoise"
"WLS","darkolivegreen"
"C9orf96","grey"
"MYO6","turquoise"
"CYBA","midnightblue"
"AP5S1","purple"
"APIP","cyan"
"FAM115A","yellow"
"MZT1","green"
"CTC-241N9.1","grey"
"SENP5","yellow"
"FURIN","steelblue"
"C11orf87","purple"
"SHISA5","plum2"
"KIF21A","red"
"OR1L8","grey"
"PPAT","lightcyan1"
"MAP2K3","lightsteelblue1"
"WHSC1","violet"
"FGF22","grey"
"ZNF585A","royalblue"
"ENDOG","turquoise"
"ADAMTSL4-AS1","grey"
"KCNN3","tan"
"IL18R1","purple"
"SGCA","black"
"LIFR","blue"
"MS4A4E","navajowhite2"
"MTHFS","grey"
"PRPF3","grey"
"CTXN2","grey"
"SPAG8","blue"
"FOXJ1","blue"
"ACTR1B","black"
"AKR1C2","midnightblue"
"SHANK2","red"
"LYPD6B","lightyellow"
"ATP6V0D1","brown"
"CD3E","darkorange"
"C2orf40","tan"
"FOXD4L3","grey"
"BTBD6","purple"
"C22orf26","brown"
"GP6","grey"
"SLFN5","blue"
"DYNC1H1","purple"
"PCYOX1","turquoise"
"ZNF41","darkgrey"
"RNF166","turquoise"
"SYCP1","magenta"
"SCD5","red"
"AC002472.13","tan"
"ZNF763","salmon"
"TRAP1","royalblue"
"TAF6L","black"
"OSBP","cyan"
"ALKBH1","turquoise"
"TMEM57","green"
"RUVBL2","brown"
"PATL2","turquoise"
"WNT4","turquoise"
"OTOGL","magenta"
"GUCA1B","darkgrey"
"CD300C","grey"
"PPP2R5C","purple"
"EPHA1","turquoise"
"KLB","grey"
"CEP250","cyan"
"RRAS2","black"
"MAPRE1","salmon"
"RP11-47I22.4","pink"
"MCL1","blue"
"PPP1R9B","yellow"
"DLD","darkred"
"EPHA7","greenyellow"
"NUDT16L1","lightcyan"
"TMEM212","grey"
"CCDC27","turquoise"
"NFATC4","black"
"CCDC166","grey"
"SLC25A39","yellow"
"ST6GAL2","grey60"
"TNFAIP8L1","bisque4"
"IQCE","salmon"
"SPINK2","tan"
"C2CD2","darkgreen"
"RAD54L","orange"
"FAHD2B","thistle1"
"LPHN1","cyan"
"C19orf60","grey60"
"DDX41","brown"
"SULT6B1","turquoise"
"C19orf68","darkgrey"
"C1QL2","pink"
"WT1","lightcyan1"
"WNT9B","yellow"
"PYGM","turquoise"
"TMPRSS11E","yellow"
"HRH1","magenta"
"NUP205","blue"
"PCDHGC4","yellow"
"USP9Y","grey"
"CHI3L2","midnightblue"
"WDSUB1","blue"
"C16orf70","mediumpurple3"
"SLC18A3","tan"
"CYP51A1","purple"
"GSTM3","bisque4"
"WDR3","salmon"
"HAAO","turquoise"
"TP53TG5","darkslateblue"
"PRAMEF14","magenta"
"ZNF256","lightpink4"
"KLRK1","yellow"
"TNFRSF12A","midnightblue"
"SIM2","darkolivegreen"
"CC2D1A","yellow"
"BICD2","pink"
"C14orf23","grey"
"KRTAP5-10","turquoise"
"ITGA2","red"
"OLFM2","cyan"
"LPAR5","royalblue"
"HSF5","grey"
"HPSE","brown"
"COPS8","salmon"
"ACP5","turquoise"
"ACADM","cyan"
"MXRA7","darkgreen"
"TRDMT1","salmon"
"C1orf74","red"
"ASRGL1","darkgreen"
"AL357673.1","salmon"
"SLC1A7","magenta"
"PIGA","greenyellow"
"KCTD1","midnightblue"
"RDX","black"
"CYB5B","yellowgreen"
"SSFA2","turquoise"
"ZNF468","green"
"PRKCD","darkgreen"
"C17orf64","yellow"
"CLDN11","magenta"
"SLAMF7","darkorange"
"C8orf33","salmon"
"TNFAIP1","saddlebrown"
"LZTS3","turquoise"
"MTX3","pink"
"LEP","blue"
"POLR3H","greenyellow"
"BAZ1B","lightpink4"
"POLD2","lightyellow"
"HUS1B","midnightblue"
"PAPSS2","purple"
"RFXANK","salmon"
"FBXW9","salmon"
"OGDH","darkgreen"
"MAP3K13","midnightblue"
"GREB1","violet"
"XRCC1","greenyellow"
"MYH7","turquoise"
"HYOU1","pink"
"TNFSF13B","grey60"
"VKORC1L1","orangered4"
"C20orf197","pink"
"TSPYL2","brown"
"SMAD4","yellow"
"MCCC2","turquoise"
"MADD","mediumpurple3"
"TMEM88B","magenta"
"WBP4","magenta"
"CT45A5","midnightblue"
"SLC25A29","brown"
"FAM69C","green"
"SLC30A2","turquoise"
"WDR35","green"
"PTPDC1","pink"
"SURF1","grey60"
"PIGN","yellow"
"PRPS2","red"
"COX7C","turquoise"
"AIPL1","darkorange2"
"TTLL13","greenyellow"
"MOK","brown"
"RPAP1","saddlebrown"
"SHPK","turquoise"
"SMARCA2","darkred"
"PLCB1","midnightblue"
"MMP21","grey"
"FAM183A","blue"
"REST","magenta"
"GLRA4","grey"
"AMPD1","grey"
"TGFA","red"
"EMID1","turquoise"
"PLEKHA3","violet"
"CASP5","midnightblue"
"HAUS8","lightcyan"
"AURKA","lightgreen"
"KLF8","brown"
"WFDC10A","magenta"
"NOP9","lightcyan"
"TRIM23","lightyellow"
"RTFDC1","darkturquoise"
"IFIT3","yellow"
"TAS2R9","grey"
"LARP4","saddlebrown"
"RBM17","green"
"CCDC85B","royalblue"
"IFT172","turquoise"
"NMRK1","darkred"
"CCRN4L","red"
"PCGF3","brown"
"MFN2","salmon"
"MINOS1-NBL1","grey"
"PRKAG3","magenta"
"C4orf21","violet"
"C17orf107","brown"
"CMTM7","royalblue"
"MRPL53","pink"
"PGLS","yellow"
"SORCS3","turquoise"
"MTFR1L","royalblue"
"TRPM5","grey"
"ZNF544","midnightblue"
"FOXD4L5","navajowhite2"
"BAMBI","yellow"
"ZMYND12","red"
"P2RY10","grey"
"KLHL15","red"
"HSBP1L1","lightcyan"
"HNRNPA3","plum2"
"PRKD2","turquoise"
"PPP1R42","blue"
"KLHL21","darkgreen"
"BLOC1S4","blue"
"RBM44","darkgrey"
"CCDC148","turquoise"
"ATP8B3","grey60"
"PSD","turquoise"
"SLC39A4","pink"
"CACNA1C","yellow"
"PARM1","purple"
